,sound,nsyll,npause,dur(s),phonationtime(s),speechrate(nsyll / dur),articulation rate(nsyll / phonationtime),ASD(speakingtime / nsyll)
3139,sounds/asr-spanish-v1-carlfm01/audios\073dd8d2-230d-4a3a-9c23-1f6fae035fd1.wav,11,0,2.45,2.45,4.489795918367347,4.489795918367347,0.22272727272727275
3140,sounds/asr-spanish-v1-carlfm01/audios\073e1f2e-d5e5-4be0-9256-6c6f7085d947.wav,29,0,5.01,5.01,5.788423153692615,5.788423153692615,0.17275862068965517
3141,sounds/asr-spanish-v1-carlfm01/audios\07400925-31d5-4318-8bec-d490477bd4c1.wav,18,1,4.1,4.1,4.390243902439025,4.741833508956797,0.21088888888888885
3142,sounds/asr-spanish-v1-carlfm01/audios\074030b2-f9b4-4fbc-aa52-414b9288949a.wav,11,0,2.25,2.25,4.888888888888889,4.888888888888889,0.20454545454545456
3143,sounds/asr-spanish-v1-carlfm01/audios\0740481d-453a-4c74-9410-2c994a593270.wav,18,0,4.18,4.18,4.306220095693781,4.306220095693781,0.23222222222222222
3144,sounds/asr-spanish-v1-carlfm01/audios\0741962b-4509-4fa8-b013-fd1d9bb4bde5.wav,10,0,2.97,2.97,3.3670033670033668,3.3670033670033668,0.29700000000000004
3145,sounds/asr-spanish-v1-carlfm01/audios\0741e031-d0ff-4b49-8a45-cfa9a9683b8c.wav,21,0,4.01,4.01,5.236907730673317,5.236907730673317,0.19095238095238093
3146,sounds/asr-spanish-v1-carlfm01/audios\07423177-09aa-4d02-af2a-8017a9b5f6d3.wav,12,0,2.25,2.25,5.333333333333333,5.333333333333333,0.1875
3147,sounds/asr-spanish-v1-carlfm01/audios\07427dee-dcc5-48e8-b6b0-acfa18203c71.wav,31,2,6.48,6.48,4.78395061728395,5.381944444444444,0.18580645161290324
3148,sounds/asr-spanish-v1-carlfm01/audios\07430b0a-a6e1-40fd-b9fb-6696e242c894.wav,8,0,1.57,1.57,5.095541401273885,5.095541401273885,0.19625
3149,sounds/asr-spanish-v1-carlfm01/audios\07434106-8879-4d12-8597-ebcaf64e48ae.wav,21,0,3.72,3.72,5.64516129032258,5.64516129032258,0.17714285714285716
3150,sounds/asr-spanish-v1-carlfm01/audios\0745493e-2383-42ff-90e2-848e6103529f.wav,21,0,4.05,4.05,5.185185185185185,5.185185185185185,0.19285714285714284
3151,sounds/asr-spanish-v1-carlfm01/audios\07459312-8b44-4200-a313-e1524b42c32d.wav,25,1,4.97,4.97,5.030181086519115,5.413598960589,0.18471999999999997
3152,sounds/asr-spanish-v1-carlfm01/audios\0746342f-c457-48a7-bc20-18f01ffc3fe7.wav,17,0,3.12,3.12,5.448717948717949,5.448717948717949,0.18352941176470589
3153,sounds/asr-spanish-v1-carlfm01/audios\074646f2-5020-4ac8-86a8-5af593d883f3.wav,11,0,2.79,2.79,3.942652329749104,3.942652329749104,0.25363636363636366
3154,sounds/asr-spanish-v1-carlfm01/audios\0746482e-3a56-4333-9598-de369958f290.wav,3,0,1.37,1.37,2.18978102189781,2.18978102189781,0.4566666666666667
3155,sounds/asr-spanish-v1-carlfm01/audios\0746bd61-22b1-46ee-893e-4f29b91e86c4.wav,34,1,6.25,6.25,5.44,5.892547660311958,0.16970588235294115
3156,sounds/asr-spanish-v1-carlfm01/audios\074727ab-ae2c-4a80-bf79-cab57ea43cc8.wav,14,1,3.44,3.44,4.069767441860465,4.605263157894737,0.21714285714285714
3157,sounds/asr-spanish-v1-carlfm01/audios\074857be-019f-4ac1-970e-9bbfab3533d8.wav,24,1,5.2,5.2,4.615384615384615,4.983388704318936,0.2006666666666667
3158,sounds/asr-spanish-v1-carlfm01/audios\07496407-76f7-492b-8e94-be0cce8de9c7.wav,15,0,3.06,3.06,4.901960784313726,4.901960784313726,0.20400000000000001
3159,sounds/asr-spanish-v1-carlfm01/audios\074a2a93-0b39-44cc-99a0-3593f0134f1d.wav,13,1,3.72,3.72,3.4946236559139785,4.603399433427763,0.21723076923076923
3160,sounds/asr-spanish-v1-carlfm01/audios\074a4f68-b16f-473e-a0d0-748dece34678.wav,10,0,2.24,2.24,4.4642857142857135,4.4642857142857135,0.22400000000000003
3161,sounds/asr-spanish-v1-carlfm01/audios\074a6d73-dfd0-41b5-83f8-a44de93d6b58.wav,11,0,2.32,2.32,4.741379310344828,4.741379310344828,0.2109090909090909
3162,sounds/asr-spanish-v1-carlfm01/audios\074b4bb0-801b-4f80-9efb-2e159647ca50.wav,19,0,3.24,3.24,5.864197530864197,5.864197530864197,0.1705263157894737
3163,sounds/asr-spanish-v1-carlfm01/audios\074c20af-34bf-4f81-a9de-e88cd33cd07e.wav,22,0,4.93,4.93,4.462474645030426,4.462474645030426,0.2240909090909091
3164,sounds/asr-spanish-v1-carlfm01/audios\074da6d9-84e2-4267-83a2-013524068e00.wav,21,1,5.15,5.15,4.077669902912621,4.74040632054176,0.21095238095238097
3165,sounds/asr-spanish-v1-carlfm01/audios\074daddd-aa3e-4501-9e9c-2f3549052d9d.wav,21,1,5.46,5.46,3.8461538461538463,4.216867469879518,0.23714285714285716
3166,sounds/asr-spanish-v1-carlfm01/audios\074ed09b-4a62-4885-b83c-f01c3e92cee9.wav,6,0,1.21,1.21,4.958677685950414,4.958677685950414,0.20166666666666666
3167,sounds/asr-spanish-v1-carlfm01/audios\074ff4aa-f104-4320-b9b1-b94f4982ca90.wav,15,0,3.61,3.61,4.1551246537396125,4.1551246537396125,0.24066666666666667
3168,sounds/asr-spanish-v1-carlfm01/audios\07503e81-0537-4e91-aead-31590e64af86.wav,8,0,1.67,1.67,4.790419161676647,4.790419161676647,0.20875
3169,sounds/asr-spanish-v1-carlfm01/audios\07505c14-c7fe-4944-92cb-d18fe5213747.wav,24,0,4.24,4.24,5.660377358490566,5.660377358490566,0.17666666666666667
3170,sounds/asr-spanish-v1-carlfm01/audios\07506fee-b51c-43f2-a47c-017e0d13ebdd.wav,16,0,3.42,3.42,4.678362573099415,4.678362573099415,0.21375
3171,sounds/asr-spanish-v1-carlfm01/audios\07508446-8925-45ad-aedf-401ba7efee7e.wav,10,0,2.1,2.1,4.761904761904762,4.761904761904762,0.21000000000000002
3172,sounds/asr-spanish-v1-carlfm01/audios\075084f5-6078-4363-9c27-b4fcc669af80.wav,29,1,4.86,4.86,5.967078189300411,7.032007759456837,0.14220689655172417
3173,sounds/asr-spanish-v1-carlfm01/audios\0750da63-7895-43a9-82fc-1712f7e54467.wav,29,0,5.17,5.17,5.609284332688588,5.609284332688588,0.1782758620689655
3174,sounds/asr-spanish-v1-carlfm01/audios\075173d5-9ce5-42d6-9d41-734eeecc5b5d.wav,13,0,2.22,2.22,5.8558558558558556,5.8558558558558556,0.17076923076923078
3175,sounds/asr-spanish-v1-carlfm01/audios\0751ffee-e5e4-47e4-b605-4492c87e22f1.wav,17,0,3.01,3.01,5.647840531561462,5.647840531561462,0.17705882352941174
3176,sounds/asr-spanish-v1-carlfm01/audios\07522a65-b143-4313-98c2-842ed9a33160.wav,14,0,3.29,3.29,4.25531914893617,4.25531914893617,0.23500000000000001
3177,sounds/asr-spanish-v1-carlfm01/audios\0752c5cd-062e-4b66-891b-039ea569b42c.wav,8,0,1.74,1.74,4.597701149425287,4.597701149425287,0.2175
3178,sounds/asr-spanish-v1-carlfm01/audios\075305cf-8aac-49c4-8c86-521d139656bc.wav,26,0,4.27,4.27,6.088992974238876,6.088992974238876,0.1642307692307692
3179,sounds/asr-spanish-v1-carlfm01/audios\07546dd6-a996-4826-9960-43aed9aa26dc.wav,17,0,2.51,2.51,6.772908366533865,6.772908366533865,0.1476470588235294
3180,sounds/asr-spanish-v1-carlfm01/audios\0754f74a-2d1f-40d5-b494-6e74f963a2b2.wav,19,0,3.36,3.36,5.654761904761905,5.654761904761905,0.17684210526315788
3181,sounds/asr-spanish-v1-carlfm01/audios\0755151b-3550-405c-b804-0949f8547883.wav,9,0,1.88,1.88,4.787234042553192,4.787234042553192,0.20888888888888887
3182,sounds/asr-spanish-v1-carlfm01/audios\07552eae-0144-472f-8061-6d4828d51831.wav,5,0,1.48,1.48,3.3783783783783785,3.3783783783783785,0.296
3183,sounds/asr-spanish-v1-carlfm01/audios\0755a29b-6636-470c-b4f1-3b5861a5fa52.wav,11,0,2.42,2.42,4.545454545454546,4.545454545454546,0.22
3184,sounds/asr-spanish-v1-carlfm01/audios\07560149-a52e-4172-b33d-84d830937c6c.wav,11,0,2.68,2.68,4.104477611940299,4.104477611940299,0.24363636363636365
3185,sounds/asr-spanish-v1-carlfm01/audios\07565d8d-ba60-44a1-ae3c-f20976a1d305.wav,29,1,5.57,5.57,5.206463195691202,5.7699960206924,0.1733103448275862
3186,sounds/asr-spanish-v1-carlfm01/audios\0757e295-3022-422d-892e-974863bbd968.wav,21,2,4.43,4.43,4.740406320541761,5.996573386636208,0.16676190476190475
3187,sounds/asr-spanish-v1-carlfm01/audios\07581570-6bf4-4b6e-9ca8-933992d83486.wav,10,0,2.06,2.06,4.854368932038835,4.854368932038835,0.20600000000000002
3188,sounds/asr-spanish-v1-carlfm01/audios\07583449-3574-4ac1-a03a-fe7e0a61542a.wav,20,1,4.42,4.42,4.524886877828054,4.878048780487806,0.205
3189,sounds/asr-spanish-v1-carlfm01/audios\0758cd9e-b16d-4845-9b57-41bfc14d4393.wav,18,0,3.55,3.55,5.070422535211268,5.070422535211268,0.19722222222222222
3190,sounds/asr-spanish-v1-carlfm01/audios\07594763-2308-4b71-a3e1-ea15fc7adf61.wav,17,0,3.42,3.42,4.970760233918129,4.970760233918129,0.2011764705882353
3191,sounds/asr-spanish-v1-carlfm01/audios\075abcdd-c1a9-4558-9866-b0a8b2eec251.wav,11,0,2.31,2.31,4.761904761904762,4.761904761904762,0.21
3192,sounds/asr-spanish-v1-carlfm01/audios\075c7a9f-4ab5-4929-8875-8387d8c50714.wav,10,0,2.82,2.82,3.546099290780142,3.546099290780142,0.282
3193,sounds/asr-spanish-v1-carlfm01/audios\075c82ae-5a58-4fde-b884-6643e1ec0645.wav,7,0,1.33,1.33,5.263157894736842,5.263157894736842,0.19
3194,sounds/asr-spanish-v1-carlfm01/audios\075c9083-b60c-4687-a79e-5d36d9a64ea3.wav,15,1,3.51,3.51,4.273504273504273,5.003335557038025,0.19986666666666666
3195,sounds/asr-spanish-v1-carlfm01/audios\075d6ab0-cdd4-4d7a-b08e-1e20486e1bb0.wav,15,0,4.21,4.21,3.5629453681710213,3.5629453681710213,0.2806666666666667
3196,sounds/asr-spanish-v1-carlfm01/audios\075d6d8b-cb2e-4026-8a56-74422f0cea24.wav,11,1,3.07,3.07,3.5830618892508146,4.712939160239932,0.21218181818181814
3197,sounds/asr-spanish-v1-carlfm01/audios\075dddfa-caf2-4390-8581-7344b815fbe5.wav,18,1,4.54,4.54,3.9647577092511015,4.364694471387002,0.22911111111111115
3198,sounds/asr-spanish-v1-carlfm01/audios\075e2e8e-b921-405d-9a39-3c7e507a37bb.wav,27,1,7.71,7.71,3.501945525291829,3.717984026438997,0.26896296296296296
3199,sounds/asr-spanish-v1-carlfm01/audios\075e594d-372c-46fc-8f5b-b6dafe6b25d3.wav,6,0,1.71,1.71,3.5087719298245617,3.5087719298245617,0.285
3200,sounds/asr-spanish-v1-carlfm01/audios\075f128b-2866-4c2e-82b8-f13cf25e2e52.wav,7,0,2.92,2.92,2.397260273972603,3.308128544423441,0.3022857142857142
3201,sounds/asr-spanish-v1-carlfm01/audios\075f306e-db0f-4a43-a32d-e7463d3d70f2.wav,11,0,2.54,2.54,4.330708661417323,4.330708661417323,0.23090909090909092
3202,sounds/asr-spanish-v1-carlfm01/audios\075f94ff-ac89-4e25-b198-506c40ac1fc0.wav,22,1,4.11,4.11,5.35279805352798,6.253553155201818,0.15990909090909095
3203,sounds/asr-spanish-v1-carlfm01/audios\0760d790-c67b-4bf6-88e2-47bf4fc2d7ce.wav,6,0,1.84,1.84,3.260869565217391,3.260869565217391,0.3066666666666667
3204,sounds/asr-spanish-v1-carlfm01/audios\0761013f-9dcf-4272-bfc0-44308036aa76.wav,31,1,5.96,5.96,5.201342281879195,5.656934306569343,0.1767741935483871
3205,sounds/asr-spanish-v1-carlfm01/audios\07614c9b-8cd7-42de-8d61-80a17c377040.wav,50,3,11.61,11.61,4.306632213608958,5.419466724474312,0.18452
3206,sounds/asr-spanish-v1-carlfm01/audios\07620231-a930-4bcc-8507-f371699a8a40.wav,25,1,7.06,7.06,3.5410764872521248,3.8367096378146104,0.26064
3207,sounds/asr-spanish-v1-carlfm01/audios\0763184e-3fe4-4800-b9a8-cb3fbf309e83.wav,7,0,1.54,1.54,4.545454545454545,5.672609400324149,0.1762857142857143
3208,sounds/asr-spanish-v1-carlfm01/audios\076334df-567f-43d6-b958-1424b3c12df1.wav,15,2,4.39,4.39,3.416856492027335,4.439183190292986,0.22526666666666667
3209,sounds/asr-spanish-v1-carlfm01/audios\07642ae7-d9a1-48d8-b6bd-39ee9b52213c.wav,7,0,1.63,1.63,4.294478527607362,4.294478527607362,0.23285714285714285
3210,sounds/asr-spanish-v1-carlfm01/audios\0764a801-cba6-4e96-9126-92633a3001ef.wav,15,0,2.64,2.64,5.681818181818182,5.681818181818182,0.17600000000000002
3211,sounds/asr-spanish-v1-carlfm01/audios\0765c9de-e603-44de-881b-4249df2becc4.wav,23,0,3.95,3.95,5.822784810126582,5.822784810126582,0.17173913043478262
3212,sounds/asr-spanish-v1-carlfm01/audios\0765dd18-87d3-40e0-92b2-3e78aff4cc1b.wav,10,0,1.92,1.92,5.208333333333334,5.208333333333334,0.192
3213,sounds/asr-spanish-v1-carlfm01/audios\07661e74-b6cc-4a0a-9be8-dc9fa62b4077.wav,11,1,2.87,2.87,3.832752613240418,4.424778761061947,0.226
3214,sounds/asr-spanish-v1-carlfm01/audios\0768eae3-6ec3-4a1d-b406-e956a0babfa1.wav,10,1,2.94,2.94,3.4013605442176873,3.9872408293460926,0.2508
3215,sounds/asr-spanish-v1-carlfm01/audios\07691040-b078-4a71-a3b0-bb3f9e6c4513.wav,12,1,2.93,2.93,4.09556313993174,5.203816131830009,0.19216666666666668
3216,sounds/asr-spanish-v1-carlfm01/audios\07698a1f-f570-4037-b6cb-f6d81aca8bdd.wav,25,2,5.16,5.16,4.844961240310077,5.692167577413478,0.17568
3217,sounds/asr-spanish-v1-carlfm01/audios\076a48fb-bb41-4504-b03c-26533a1abb4d.wav,10,0,2.7,2.7,3.7037037037037033,3.7037037037037033,0.27
3218,sounds/asr-spanish-v1-carlfm01/audios\076a5507-e98c-4d25-bb53-d270c08c98fd.wav,23,1,4.66,4.66,4.935622317596566,5.338904363974002,0.18730434782608696
3219,sounds/asr-spanish-v1-carlfm01/audios\076aae3a-77df-4508-8811-de969ddd62cc.wav,12,1,3.2,3.2,3.75,4.237288135593221,0.236
3220,sounds/asr-spanish-v1-carlfm01/audios\076ab481-f749-4b35-8c29-8ddee4db63a2.wav,16,0,3.08,3.08,5.194805194805195,5.194805194805195,0.1925
3221,sounds/asr-spanish-v1-carlfm01/audios\076b07ec-26c7-478a-bd88-9e285e7424d5.wav,16,1,3.26,3.26,4.9079754601226995,5.4719562243502065,0.18274999999999997
3222,sounds/asr-spanish-v1-carlfm01/audios\076befff-a7bc-42d0-b65d-ecb18b961574.wav,19,0,3.96,3.96,4.7979797979797985,4.7979797979797985,0.20842105263157895
3223,sounds/asr-spanish-v1-carlfm01/audios\076bfd1b-2441-4e97-8f51-005956d9f348.wav,12,0,2.39,2.39,5.02092050209205,5.02092050209205,0.1991666666666667
3224,sounds/asr-spanish-v1-carlfm01/audios\076c4111-4028-4321-8116-ad8cec135111.wav,8,0,2.11,2.11,3.7914691943127963,3.7914691943127963,0.26375
3225,sounds/asr-spanish-v1-carlfm01/audios\076e7e09-83bc-4c66-92f2-1ce3de19a555.wav,12,2,3.5,3.5,3.4285714285714284,4.366812227074237,0.22899999999999995
3226,sounds/asr-spanish-v1-carlfm01/audios\076f4412-6b00-4670-9377-66b42ecaa13a.wav,11,0,2.11,2.11,5.213270142180095,5.213270142180095,0.1918181818181818
3227,sounds/asr-spanish-v1-carlfm01/audios\076f8d99-1164-4fd1-8731-556c820f1d9a.wav,21,0,3.68,3.68,5.706521739130435,5.706521739130435,0.17523809523809525
3228,sounds/asr-spanish-v1-carlfm01/audios\077069c6-baad-4e2f-8ed6-4b63ab98b1e9.wav,22,1,5.0,5.0,4.4,4.733218588640276,0.21127272727272725
3229,sounds/asr-spanish-v1-carlfm01/audios\0770846d-9445-41c8-9c73-9d611ef3e3fb.wav,20,0,3.79,3.79,5.277044854881266,5.802146794313896,0.17235
3230,sounds/asr-spanish-v1-carlfm01/audios\0770964a-a48f-46bd-808c-674891c58f9f.wav,35,1,7.05,7.05,4.964539007092199,5.379649554257608,0.1858857142857143
3231,sounds/asr-spanish-v1-carlfm01/audios\077135d0-f6ab-474c-add9-1161ce3255da.wav,20,0,3.39,3.39,5.899705014749262,5.899705014749262,0.1695
3232,sounds/asr-spanish-v1-carlfm01/audios\07714e49-1ab3-4c5f-b62e-aed84f85a505.wav,41,0,7.16,7.16,5.726256983240224,5.726256983240224,0.17463414634146343
3233,sounds/asr-spanish-v1-carlfm01/audios\07720689-458d-4767-9659-5698934b9357.wav,13,0,2.21,2.21,5.882352941176471,5.882352941176471,0.16999999999999998
3234,sounds/asr-spanish-v1-carlfm01/audios\0772a2d8-5e65-4acf-98bf-45b92f5a2c04.wav,10,0,2.01,2.01,4.975124378109453,4.975124378109453,0.20099999999999998
3235,sounds/asr-spanish-v1-carlfm01/audios\0772ea6a-9c87-422d-86e1-03d28e3ebfaa.wav,34,2,6.44,6.44,5.279503105590062,5.944055944055943,0.16823529411764707
3236,sounds/asr-spanish-v1-carlfm01/audios\0773d352-843a-4910-a260-510a1889fbd1.wav,14,0,2.98,2.98,4.697986577181208,4.697986577181208,0.21285714285714286
3237,sounds/asr-spanish-v1-carlfm01/audios\0773df6d-8a95-4d45-8c79-056d927798af.wav,12,0,2.53,2.53,4.743083003952569,4.743083003952569,0.21083333333333332
3238,sounds/asr-spanish-v1-carlfm01/audios\077424aa-6766-4c2c-b4ae-029cc3662d20.wav,9,0,1.55,1.55,5.806451612903226,5.806451612903226,0.17222222222222222
3239,sounds/asr-spanish-v1-carlfm01/audios\077449c1-7bb4-4149-823f-7167cbf17459.wav,12,0,2.52,2.52,4.761904761904762,4.761904761904762,0.21
3240,sounds/asr-spanish-v1-carlfm01/audios\0774d26e-3bf8-4062-9569-1f32015ea4dd.wav,14,1,3.49,3.49,4.011461318051576,5.113221329437546,0.19557142857142856
3241,sounds/asr-spanish-v1-carlfm01/audios\07750309-9136-46b7-97db-8e45e87df981.wav,12,0,2.68,2.68,4.477611940298507,4.477611940298507,0.22333333333333336
3242,sounds/asr-spanish-v1-carlfm01/audios\077700ee-62d9-4f62-a262-d44353aeaf6d.wav,12,0,2.51,2.51,4.780876494023905,4.780876494023905,0.20916666666666664
3243,sounds/asr-spanish-v1-carlfm01/audios\07778ca8-23e2-4239-af5c-5ed6a36a79ee.wav,5,0,1.21,1.21,4.132231404958678,4.132231404958678,0.242
3244,sounds/asr-spanish-v1-carlfm01/audios\0777d3c2-01b4-4072-867b-80c66c765cb3.wav,11,0,2.64,2.64,4.166666666666666,4.166666666666666,0.24000000000000002
3245,sounds/asr-spanish-v1-carlfm01/audios\0777fbf5-8f2e-436a-b9fe-2548db025f5a.wav,15,0,3.26,3.26,4.601226993865031,4.601226993865031,0.21733333333333332
3246,sounds/asr-spanish-v1-carlfm01/audios\0778edb8-029f-426f-81fd-3b613e70fb4a.wav,11,0,2.07,2.07,5.314009661835749,5.314009661835749,0.18818181818181817
3247,sounds/asr-spanish-v1-carlfm01/audios\0778ff8c-ee8c-4aa2-a075-3eaad666a158.wav,30,1,4.95,4.95,6.0606060606060606,6.5473592317765155,0.15273333333333336
3248,sounds/asr-spanish-v1-carlfm01/audios\07790640-badc-4b73-b2bf-8fad48d20a62.wav,30,0,5.1,5.1,5.882352941176471,5.882352941176471,0.16999999999999998
3249,sounds/asr-spanish-v1-carlfm01/audios\07798888-0006-4f66-838f-a8aab959e87e.wav,9,0,2.4,2.4,3.75,3.75,0.26666666666666666
3250,sounds/asr-spanish-v1-carlfm01/audios\0779b637-d24d-4e20-ba05-40dc35aac1a3.wav,19,0,3.42,3.42,5.555555555555555,5.555555555555555,0.18
3251,sounds/asr-spanish-v1-carlfm01/audios\077a0d35-e808-43bd-b819-a9c7665bc205.wav,11,0,2.47,2.47,4.4534412955465585,4.4534412955465585,0.22454545454545458
3252,sounds/asr-spanish-v1-carlfm01/audios\077a2f7b-7320-414f-9673-67f901abda64.wav,13,0,3.15,3.15,4.126984126984127,4.126984126984127,0.2423076923076923
3253,sounds/asr-spanish-v1-carlfm01/audios\077a7950-8269-4b6a-83ec-395e19b7d4ca.wav,11,0,2.15,2.15,5.116279069767442,5.116279069767442,0.19545454545454544
3254,sounds/asr-spanish-v1-carlfm01/audios\077b4183-1931-4ec3-8f22-b08c15dc1bf8.wav,20,0,3.67,3.67,5.4495912806539515,5.4495912806539515,0.1835
3255,sounds/asr-spanish-v1-carlfm01/audios\077cbe11-5ba1-4e66-be12-1c9ce5558e90.wav,14,0,2.62,2.62,5.343511450381679,5.343511450381679,0.18714285714285714
3256,sounds/asr-spanish-v1-carlfm01/audios\077d28fc-dfd4-4571-a94a-3175c22d80e7.wav,10,0,2.52,2.52,3.9682539682539684,3.9682539682539684,0.252
3257,sounds/asr-spanish-v1-carlfm01/audios\077e15ff-24f3-427a-bfce-5cb5ebb6ba14.wav,16,1,3.5,3.5,4.571428571428571,5.031446540880504,0.19874999999999998
3258,sounds/asr-spanish-v1-carlfm01/audios\077e7c3f-9f50-43f1-b8e6-26da61ddc8d4.wav,14,1,3.23,3.23,4.3343653250774,4.946996466431095,0.20214285714285715
3259,sounds/asr-spanish-v1-carlfm01/audios\077fb962-844b-4134-be05-e0fc636189d0.wav,10,0,2.37,2.37,4.219409282700422,4.219409282700422,0.23700000000000002
3260,sounds/asr-spanish-v1-carlfm01/audios\077fd651-a58b-4bde-b745-b2cbfc98ee44.wav,5,1,1.64,1.64,3.048780487804878,5.76036866359447,0.1736
3261,sounds/asr-spanish-v1-carlfm01/audios\0780c527-c92e-4dd5-ba4f-17e08c75cfb8.wav,9,0,1.93,1.93,4.663212435233161,4.663212435233161,0.21444444444444444
3262,sounds/asr-spanish-v1-carlfm01/audios\0780da2c-2d7a-4dec-a2bf-1143494f3aa5.wav,52,2,10.6,10.6,4.90566037735849,5.579399141630901,0.17923076923076925
3263,sounds/asr-spanish-v1-carlfm01/audios\0781f797-bb3f-4cbe-91ce-5f4d8b32dab6.wav,14,0,2.64,2.64,5.303030303030303,5.303030303030303,0.18857142857142858
3264,sounds/asr-spanish-v1-carlfm01/audios\07820cb2-b3c5-4f0c-9a09-10318eb4b01e.wav,17,0,3.14,3.14,5.414012738853503,5.414012738853503,0.1847058823529412
3265,sounds/asr-spanish-v1-carlfm01/audios\0782afb9-b52b-4bea-b571-5c582940b36e.wav,20,1,4.15,4.15,4.8192771084337345,5.28820729772607,0.18910000000000002
3266,sounds/asr-spanish-v1-carlfm01/audios\0783b41c-ba7f-4de7-9332-0d564444709f.wav,15,0,2.84,2.84,5.281690140845071,5.281690140845071,0.18933333333333333
3267,sounds/asr-spanish-v1-carlfm01/audios\0783b4aa-ed18-46cb-97a5-1339a90a168a.wav,19,0,3.4,3.4,5.588235294117648,5.588235294117648,0.17894736842105263
3268,sounds/asr-spanish-v1-carlfm01/audios\07848e28-9bca-4005-a1db-8b7c3b8adb82.wav,12,0,2.16,2.16,5.555555555555555,5.555555555555555,0.18000000000000002
3269,sounds/asr-spanish-v1-carlfm01/audios\0785a093-5987-485d-8dd8-481981bf308d.wav,25,0,4.01,4.01,6.234413965087282,6.234413965087282,0.1604
3270,sounds/asr-spanish-v1-carlfm01/audios\0785c06a-fb49-4bf0-be00-30bbfb72fb90.wav,32,2,6.39,6.39,5.007824726134586,6.203955021326096,0.16118749999999998
3271,sounds/asr-spanish-v1-carlfm01/audios\078633f0-6ce3-4249-aa77-ec1516134a2b.wav,9,0,2.55,2.55,3.5294117647058827,3.5294117647058827,0.2833333333333333
3272,sounds/asr-spanish-v1-carlfm01/audios\0787aa4d-5f5c-49b3-939d-10c4d5392bf8.wav,26,1,6.82,6.82,3.8123167155425217,4.1427660930529004,0.24138461538461536
3273,sounds/asr-spanish-v1-carlfm01/audios\07886083-8f6b-4795-b89c-686df57d6460.wav,12,1,2.95,2.95,4.067796610169491,4.765687053216839,0.20983333333333334
3274,sounds/asr-spanish-v1-carlfm01/audios\07899146-86b7-4254-b577-25d9b6a4e59e.wav,13,1,3.17,3.17,4.100946372239748,4.980842911877395,0.20076923076923076
3275,sounds/asr-spanish-v1-carlfm01/audios\0789c954-7d04-4f97-a984-270a18a91cb9.wav,19,0,2.87,2.87,6.620209059233449,6.620209059233449,0.15105263157894738
3276,sounds/asr-spanish-v1-carlfm01/audios\078a441e-e758-4cb0-9b27-b48733ced1aa.wav,4,0,1.59,1.59,2.5157232704402515,3.117692907248636,0.32075
3277,sounds/asr-spanish-v1-carlfm01/audios\078a925c-b86a-41be-b8d6-9653c7da4f9e.wav,31,3,9.39,9.39,3.301384451544196,3.77037217222087,0.2652258064516129
3278,sounds/asr-spanish-v1-carlfm01/audios\078ad319-8571-4985-bc16-c619ba901231.wav,15,0,3.45,3.45,4.3478260869565215,4.3478260869565215,0.23
3279,sounds/asr-spanish-v1-carlfm01/audios\078add7d-fecb-4125-b702-ed049c9baf83.wav,18,1,3.44,3.44,5.232558139534884,6.249999999999999,0.16000000000000003
3280,sounds/asr-spanish-v1-carlfm01/audios\078c196c-7de5-4552-9f78-b0be19abd085.wav,20,1,4.4,4.4,4.545454545454545,5.1652892561983474,0.1936
3281,sounds/asr-spanish-v1-carlfm01/audios\078c2351-9e94-4bd1-a590-835ba2dd2040.wav,25,1,4.99,4.99,5.01002004008016,5.4089138900908695,0.18488
3282,sounds/asr-spanish-v1-carlfm01/audios\078cad5a-9f31-4047-b296-39fafc74a607.wav,13,0,2.97,2.97,4.377104377104377,4.377104377104377,0.22846153846153847
3283,sounds/asr-spanish-v1-carlfm01/audios\078cb9fd-e34f-452b-abc7-249fb76cc2c3.wav,12,1,3.49,3.49,3.438395415472779,3.8240917782026758,0.26150000000000007
3284,sounds/asr-spanish-v1-carlfm01/audios\078d27e5-7de1-4cfd-9f64-3620c477daec.wav,17,0,3.47,3.47,4.899135446685879,4.899135446685879,0.20411764705882354
3285,sounds/asr-spanish-v1-carlfm01/audios\078e1c3d-e890-41ff-91da-d2c8ec1d8114.wav,18,1,3.23,3.23,5.572755417956657,6.583760058522311,0.15188888888888888
