,sound,nsyll,npause,dur(s),phonationtime(s),speechrate(nsyll / dur),articulation rate(nsyll / phonationtime),ASD(speakingtime / nsyll)
2987,sounds/asr-spanish-v1-carlfm01/audios\06e1deb5-fdd9-4671-a14b-39bd6f489dbb.wav,8,0,1.8,1.8,4.444444444444445,4.444444444444445,0.225
2988,sounds/asr-spanish-v1-carlfm01/audios\06e1fe66-8bab-4c6e-b483-51a178124a95.wav,11,0,2.11,2.11,5.213270142180095,5.213270142180095,0.1918181818181818
2989,sounds/asr-spanish-v1-carlfm01/audios\06e2b95f-d6d9-4d81-b9d7-bf9c5c083ca5.wav,12,0,2.74,2.74,4.37956204379562,4.37956204379562,0.22833333333333336
2990,sounds/asr-spanish-v1-carlfm01/audios\06e39710-38dc-4566-92bc-391abb5b8a1c.wav,15,0,2.63,2.63,5.7034220532319395,5.7034220532319395,0.1753333333333333
2991,sounds/asr-spanish-v1-carlfm01/audios\06e423b3-aa66-4736-9a27-c069f63db959.wav,14,0,2.05,2.05,6.829268292682928,6.829268292682928,0.1464285714285714
2992,sounds/asr-spanish-v1-carlfm01/audios\06e46f0f-8f4e-4741-ac4d-5ef880319724.wav,33,2,7.19,7.19,4.589707927677329,5.296950240770466,0.18878787878787878
2993,sounds/asr-spanish-v1-carlfm01/audios\06e4b310-6817-406e-b063-e219a4bdd427.wav,36,2,6.99,6.99,5.150214592274678,5.741626794258374,0.17416666666666666
2994,sounds/asr-spanish-v1-carlfm01/audios\06e4bd1b-1ed9-463b-bbb4-6839c8d3e02f.wav,9,0,1.93,1.93,4.663212435233161,5.607476635514018,0.17833333333333334
2995,sounds/asr-spanish-v1-carlfm01/audios\06e4c00f-cf83-4d81-80a3-8b5321e9d9ba.wav,12,0,2.77,2.77,4.332129963898917,4.332129963898917,0.23083333333333333
2996,sounds/asr-spanish-v1-carlfm01/audios\06e4f799-958f-4c1d-b87b-8376f5c155d5.wav,7,0,1.65,1.65,4.242424242424242,4.242424242424242,0.2357142857142857
2997,sounds/asr-spanish-v1-carlfm01/audios\06e594c1-3c7d-4d97-9c31-56f7de79dff9.wav,19,1,3.71,3.71,5.121293800539084,5.740181268882174,0.1742105263157895
2998,sounds/asr-spanish-v1-carlfm01/audios\06e5a245-d4ec-4806-9326-cce721c91f02.wav,19,0,4.22,4.22,4.502369668246446,4.502369668246446,0.22210526315789472
2999,sounds/asr-spanish-v1-carlfm01/audios\06e5e9bf-fae0-4f38-80e0-79e5d23c63c6.wav,13,0,3.36,3.36,3.869047619047619,3.869047619047619,0.25846153846153846
3000,sounds/asr-spanish-v1-carlfm01/audios\06e6402e-eab2-4813-855f-c7c2e5270ce7.wav,16,0,3.27,3.27,4.892966360856269,4.892966360856269,0.204375
3001,sounds/asr-spanish-v1-carlfm01/audios\06e651b8-4fff-4b70-908e-3160570a2014.wav,8,0,2.03,2.03,3.9408866995073897,3.9408866995073897,0.25375
3002,sounds/asr-spanish-v1-carlfm01/audios\06e8b015-1fdf-48aa-9515-156f34828b0e.wav,7,1,2.21,2.21,3.167420814479638,3.8335158817086525,0.26085714285714284
3003,sounds/asr-spanish-v1-carlfm01/audios\06e8b16c-bf25-4c6f-a15e-bd2fb6508b40.wav,11,0,2.35,2.35,4.680851063829787,4.680851063829787,0.21363636363636365
3004,sounds/asr-spanish-v1-carlfm01/audios\06e901c5-5c46-4db6-a10a-02edd482cde3.wav,5,0,1.08,1.08,4.62962962962963,4.62962962962963,0.21600000000000003
3005,sounds/asr-spanish-v1-carlfm01/audios\06e91361-805b-4bac-a9e2-6f863c9d2c03.wav,18,1,4.15,4.15,4.337349397590361,5.47778454047474,0.18255555555555558
3006,sounds/asr-spanish-v1-carlfm01/audios\06e95c22-d47f-4c27-ba19-7da2a8c5070c.wav,27,1,5.28,5.28,5.113636363636363,5.681818181818181,0.17600000000000002
3007,sounds/asr-spanish-v1-carlfm01/audios\06ea18d6-9a8b-4e27-8964-0088eeb930c2.wav,8,0,1.71,1.71,4.678362573099415,4.678362573099415,0.21375
3008,sounds/asr-spanish-v1-carlfm01/audios\06eb61e0-f8cd-4949-b3d2-224a61bf09fe.wav,13,0,2.6,2.6,5.0,5.0,0.2
3009,sounds/asr-spanish-v1-carlfm01/audios\06ebd0aa-f469-466a-97dc-53d01de0dcd9.wav,28,1,5.37,5.37,5.21415270018622,5.633802816901408,0.17750000000000002
3010,sounds/asr-spanish-v1-carlfm01/audios\06ec17f7-149e-4c13-a624-2940228a8244.wav,32,2,7.3,7.3,4.383561643835616,5.1513200257566005,0.194125
3011,sounds/asr-spanish-v1-carlfm01/audios\06ec5b10-0066-4fb6-935d-d5a8c078435b.wav,11,0,2.05,2.05,5.365853658536586,5.365853658536586,0.18636363636363634
3012,sounds/asr-spanish-v1-carlfm01/audios\06ed84c3-e445-4af5-af23-4bba3b30b59c.wav,28,0,5.43,5.43,5.156537753222836,5.156537753222836,0.19392857142857142
3013,sounds/asr-spanish-v1-carlfm01/audios\06ee544b-9d38-4f36-a839-faf757a572e6.wav,15,0,3.0,3.0,5.0,5.0,0.2
3014,sounds/asr-spanish-v1-carlfm01/audios\06eed7c2-74a8-4839-817f-b9129fdc35f7.wav,22,1,4.29,4.29,5.128205128205128,5.655526992287918,0.17681818181818182
3015,sounds/asr-spanish-v1-carlfm01/audios\06ef36b5-9104-4755-8d1e-b37f1b927aa4.wav,17,0,3.18,3.18,5.345911949685535,5.345911949685535,0.18705882352941178
3016,sounds/asr-spanish-v1-carlfm01/audios\06eff6a5-3d8b-4954-b8cd-b3345ac85383.wav,17,1,3.3,3.3,5.151515151515151,5.735492577597841,0.17435294117647057
3017,sounds/asr-spanish-v1-carlfm01/audios\06f0227b-14b4-4b01-8e19-9143a713537b.wav,20,2,5.87,5.87,3.4071550255536627,4.3878894251864855,0.2279
3018,sounds/asr-spanish-v1-carlfm01/audios\06f04f94-4244-4b52-ad0e-d8c123786a90.wav,14,0,2.39,2.39,5.857740585774058,5.857740585774058,0.17071428571428574
3019,sounds/asr-spanish-v1-carlfm01/audios\06f0c43d-17c2-4278-be50-3d957d9bc097.wav,21,1,5.88,5.88,3.5714285714285716,4.082426127527216,0.24495238095238095
3020,sounds/asr-spanish-v1-carlfm01/audios\06f0d7f2-092a-4415-b247-5871a947df14.wav,11,0,2.43,2.43,4.526748971193415,4.526748971193415,0.22090909090909092
3021,sounds/asr-spanish-v1-carlfm01/audios\06f1099d-91b1-4a11-b211-bc59a5c2aa79.wav,25,0,4.55,4.55,5.4945054945054945,5.4945054945054945,0.182
3022,sounds/asr-spanish-v1-carlfm01/audios\06f14264-400c-4cd7-84ab-7daccf10c1cc.wav,21,0,4.47,4.47,4.697986577181208,4.697986577181208,0.21285714285714286
3023,sounds/asr-spanish-v1-carlfm01/audios\06f2c9c5-49ee-48d1-aaee-3b3023444bba.wav,11,0,2.52,2.52,4.365079365079365,4.365079365079365,0.2290909090909091
3024,sounds/asr-spanish-v1-carlfm01/audios\06f457a4-ec73-45a5-b8b7-626c068659d9.wav,9,0,2.09,2.09,4.306220095693781,4.306220095693781,0.23222222222222222
3025,sounds/asr-spanish-v1-carlfm01/audios\06f47ba4-9b71-48b2-b76a-ade6ccce9bcc.wav,19,1,4.81,4.81,3.9501039501039505,4.719324391455539,0.21189473684210525
3026,sounds/asr-spanish-v1-carlfm01/audios\06f4a70c-e491-4673-9403-234bacddded8.wav,29,0,5.49,5.49,5.2823315118397085,5.2823315118397085,0.1893103448275862
3027,sounds/asr-spanish-v1-carlfm01/audios\06f4c313-83db-470f-8caa-abd92d069158.wav,7,0,1.74,1.74,4.022988505747127,4.022988505747127,0.24857142857142858
3028,sounds/asr-spanish-v1-carlfm01/audios\06f4ffd3-39a5-4d33-b2c1-8a4856ccf4f1.wav,11,0,1.97,1.97,5.583756345177665,5.583756345177665,0.17909090909090908
3029,sounds/asr-spanish-v1-carlfm01/audios\06f530a8-3db9-4725-99ba-ad24fe55b062.wav,25,1,6.11,6.11,4.091653027823241,4.63821892393321,0.21559999999999999
3030,sounds/asr-spanish-v1-carlfm01/audios\06f53cbc-12c3-4940-98c3-545f72c6f64c.wav,33,1,7.5,7.5,4.4,4.596100278551532,0.21757575757575756
3031,sounds/asr-spanish-v1-carlfm01/audios\06f8eb77-01a3-4b3b-9688-710a343451e7.wav,12,0,2.81,2.81,4.270462633451957,4.270462633451957,0.23416666666666666
3032,sounds/asr-spanish-v1-carlfm01/audios\06f967e8-998a-45cb-beae-b0d57038299d.wav,20,2,4.79,4.79,4.175365344467641,4.93339911198816,0.20270000000000002
3033,sounds/asr-spanish-v1-carlfm01/audios\06fae001-cb65-46d3-b925-e64310c1862d.wav,12,1,2.59,2.59,4.633204633204634,5.687203791469194,0.1758333333333333
3034,sounds/asr-spanish-v1-carlfm01/audios\06fb517f-35f8-45a2-ba49-f61c9b78f40f.wav,7,0,1.28,1.28,5.46875,5.46875,0.18285714285714286
3035,sounds/asr-spanish-v1-carlfm01/audios\06fbcab9-a971-4c76-b76a-8b4e013f6cd9.wav,24,0,4.12,4.12,5.825242718446602,5.825242718446602,0.17166666666666666
3036,sounds/asr-spanish-v1-carlfm01/audios\06fcc626-45f9-4aed-b734-8a499a4c1207.wav,18,1,4.08,4.08,4.411764705882353,5.136986301369864,0.19466666666666665
3037,sounds/asr-spanish-v1-carlfm01/audios\06fd1bd3-186a-428a-8765-ed405fe55664.wav,40,2,8.98,8.98,4.4543429844097995,4.8053820278712145,0.20810000000000003
3038,sounds/asr-spanish-v1-carlfm01/audios\06fdf30f-43ee-48d4-8c07-b279d08acc6e.wav,18,0,3.84,3.84,4.6875,4.6875,0.21333333333333332
3039,sounds/asr-spanish-v1-carlfm01/audios\06ffa279-e3f0-4c70-9f6a-3a71fb4d4383.wav,24,1,5.8,5.8,4.137931034482759,4.7095761381475665,0.21233333333333335
3040,sounds/asr-spanish-v1-carlfm01/audios\06ffd990-5b88-4ba7-ad68-6665168afd13.wav,11,0,1.98,1.98,5.555555555555555,5.555555555555555,0.18
3041,sounds/asr-spanish-v1-carlfm01/audios\07002d40-8e5d-4992-a4a3-9c1b938a22af.wav,17,0,3.83,3.83,4.43864229765013,4.43864229765013,0.22529411764705884
3042,sounds/asr-spanish-v1-carlfm01/audios\070081ac-3306-4a03-b0d7-e1a85e119245.wav,13,0,2.53,2.53,5.138339920948617,5.138339920948617,0.1946153846153846
3043,sounds/asr-spanish-v1-carlfm01/audios\07017bdd-9753-4957-9d5b-b8fa581fa908.wav,19,0,3.03,3.03,6.2706270627062715,6.2706270627062715,0.1594736842105263
3044,sounds/asr-spanish-v1-carlfm01/audios\0701ea9f-2b8c-4b30-87ee-a7f00c35688c.wav,8,0,1.53,1.53,5.228758169934641,5.228758169934641,0.19125
3045,sounds/asr-spanish-v1-carlfm01/audios\07048fc8-7c3f-489c-b6e4-2293b16d9802.wav,18,0,3.73,3.73,4.825737265415549,4.825737265415549,0.20722222222222222
3046,sounds/asr-spanish-v1-carlfm01/audios\07066051-e6d9-4792-8341-41dd12b5d48f.wav,8,0,1.7,1.7,4.705882352941177,4.705882352941177,0.2125
3047,sounds/asr-spanish-v1-carlfm01/audios\0706d735-1873-48e4-befa-52434e7f7a91.wav,21,1,4.8,4.8,4.375,4.755434782608695,0.2102857142857143
3048,sounds/asr-spanish-v1-carlfm01/audios\0707a156-fe3b-4653-bc8b-ceaa96170842.wav,28,3,8.66,8.66,3.233256351039261,4.020677771395749,0.24871428571428572
3049,sounds/asr-spanish-v1-carlfm01/audios\0707e73f-75a7-4fca-8c02-1dccd9e2410b.wav,11,0,2.19,2.19,5.0228310502283104,5.0228310502283104,0.1990909090909091
3050,sounds/asr-spanish-v1-carlfm01/audios\0708dcdc-3544-42f4-bc66-f63b32d100d5.wav,41,4,10.02,10.02,4.091816367265469,4.906653901388223,0.20380487804878053
3051,sounds/asr-spanish-v1-carlfm01/audios\070911ca-753b-438d-8a14-f376b312b044.wav,24,1,4.51,4.51,5.3215077605321515,5.772005772005773,0.17325
3052,sounds/asr-spanish-v1-carlfm01/audios\0709e49f-0b92-41a6-a922-aee967bdd639.wav,9,0,2.2,2.2,4.090909090909091,5.148741418764302,0.1942222222222222
3053,sounds/asr-spanish-v1-carlfm01/audios\070a4a03-2cfa-487c-8543-af22636e426d.wav,28,1,6.27,6.27,4.4657097288676235,4.876349703935912,0.20507142857142854
3054,sounds/asr-spanish-v1-carlfm01/audios\070bb0fb-72c8-40b9-b46c-848bbe07477d.wav,11,0,2.34,2.34,4.700854700854701,4.700854700854701,0.2127272727272727
3055,sounds/asr-spanish-v1-carlfm01/audios\070bcfac-b95a-439c-b970-30a4b315f4c3.wav,15,0,3.06,3.06,4.901960784313726,4.901960784313726,0.20400000000000001
3056,sounds/asr-spanish-v1-carlfm01/audios\070c05e3-e516-4f99-85ee-167c8cab2562.wav,13,0,2.3,2.3,5.6521739130434785,5.6521739130434785,0.1769230769230769
3057,sounds/asr-spanish-v1-carlfm01/audios\070ca944-72f8-4ce0-8f85-d865399c3e87.wav,15,0,3.09,3.09,4.8543689320388355,4.8543689320388355,0.206
3058,sounds/asr-spanish-v1-carlfm01/audios\070d0234-edd3-4b78-ba8b-0ccce535c8ad.wav,15,0,2.78,2.78,5.39568345323741,5.39568345323741,0.18533333333333332
3059,sounds/asr-spanish-v1-carlfm01/audios\070d176d-6411-42ed-8d86-75b47cfcfedd.wav,16,2,3.83,3.83,4.177545691906005,5.606166783461809,0.17837499999999995
3060,sounds/asr-spanish-v1-carlfm01/audios\070d8396-c7cd-4c52-bc8a-3e1dc68bb2cc.wav,17,0,3.07,3.07,5.537459283387623,5.537459283387623,0.18058823529411763
3061,sounds/asr-spanish-v1-carlfm01/audios\070d94ea-6acc-4381-a824-970526c6a242.wav,25,0,4.69,4.69,5.330490405117271,5.330490405117271,0.18760000000000002
3062,sounds/asr-spanish-v1-carlfm01/audios\070e7180-dbf5-428c-b4f0-924f8c0c71e7.wav,9,0,2.15,2.15,4.186046511627907,4.186046511627907,0.23888888888888887
3063,sounds/asr-spanish-v1-carlfm01/audios\0710e488-113f-4ebf-b6f8-523a64c764ce.wav,10,1,2.96,2.96,3.3783783783783785,4.310344827586207,0.23199999999999998
3064,sounds/asr-spanish-v1-carlfm01/audios\07117597-a1ac-40a5-a0b0-83e0860678f4.wav,21,2,5.45,5.45,3.853211009174312,4.779244424214839,0.20923809523809525
3065,sounds/asr-spanish-v1-carlfm01/audios\07119861-de0f-4e2b-99b4-410afe2f0fbc.wav,5,0,1.24,1.24,4.032258064516129,4.032258064516129,0.248
3066,sounds/asr-spanish-v1-carlfm01/audios\07124d19-24f1-4e79-b5ff-0be9ba5bac74.wav,28,1,5.6,5.6,5.0,5.537974683544305,0.18057142857142855
3067,sounds/asr-spanish-v1-carlfm01/audios\07131f38-051e-4498-b80c-b5aea5d3ddce.wav,15,0,2.48,2.48,6.048387096774194,6.048387096774194,0.16533333333333333
3068,sounds/asr-spanish-v1-carlfm01/audios\07135932-18dc-435e-88bb-26cead0ac489.wav,28,0,3.99,3.99,7.017543859649122,7.017543859649122,0.14250000000000002
3069,sounds/asr-spanish-v1-carlfm01/audios\071409e1-ed9f-4652-bb73-f3d688cc12d3.wav,10,0,2.0,2.0,5.0,5.0,0.2
3070,sounds/asr-spanish-v1-carlfm01/audios\0715c3c0-5c66-4905-9220-14095f922c00.wav,22,1,5.61,5.61,3.9215686274509802,4.1462495288352805,0.2411818181818182
3071,sounds/asr-spanish-v1-carlfm01/audios\07169ef7-a0c6-44ac-a38f-4d3b65036c8c.wav,15,0,3.8,3.8,3.947368421052632,3.947368421052632,0.2533333333333333
3072,sounds/asr-spanish-v1-carlfm01/audios\07175d37-4717-4afc-9dc1-f08db3d6a718.wav,13,0,3.9,3.9,3.3333333333333335,3.3333333333333335,0.3
3073,sounds/asr-spanish-v1-carlfm01/audios\07177b7c-ac4e-442a-8fe3-92cede6b510f.wav,13,0,2.29,2.29,5.676855895196506,5.676855895196506,0.17615384615384616
3074,sounds/asr-spanish-v1-carlfm01/audios\07193684-dce0-4db4-911e-3807b35d3458.wav,27,1,6.02,6.02,4.485049833887044,5.369928400954654,0.1862222222222222
3075,sounds/asr-spanish-v1-carlfm01/audios\07199a3d-1b00-4297-bbda-eb4a9932065b.wav,17,0,3.2,3.2,5.3125,5.3125,0.18823529411764706
3076,sounds/asr-spanish-v1-carlfm01/audios\071a5f06-53b4-49cf-b3d0-904b2d234aba.wav,26,1,5.49,5.49,4.735883424408015,5.206247496996396,0.19207692307692306
3077,sounds/asr-spanish-v1-carlfm01/audios\071b8f7c-fc14-44cb-8c95-73b9f5976cbf.wav,12,1,2.77,2.77,4.332129963898917,4.930156121610517,0.20283333333333334
3078,sounds/asr-spanish-v1-carlfm01/audios\071bad46-4c03-4fb9-a433-36040bbf58bf.wav,19,1,4.43,4.43,4.288939051918736,4.752376188094047,0.21042105263157895
3079,sounds/asr-spanish-v1-carlfm01/audios\071d0360-c108-474a-81ed-3a717749a16e.wav,4,0,1.31,1.31,3.0534351145038165,3.0534351145038165,0.3275
3080,sounds/asr-spanish-v1-carlfm01/audios\071ebb90-d46d-40c8-9899-3571fd6e3255.wav,32,2,7.89,7.89,4.055766793409379,4.585841215247922,0.2180625
3081,sounds/asr-spanish-v1-carlfm01/audios\071ef842-05a4-412f-86cd-173957e5060f.wav,17,0,4.13,4.13,4.116222760290557,4.116222760290557,0.24294117647058822
3082,sounds/asr-spanish-v1-carlfm01/audios\071f4eec-1287-436f-8e96-677b776ca2fd.wav,11,0,2.25,2.25,4.888888888888889,4.888888888888889,0.20454545454545456
3083,sounds/asr-spanish-v1-carlfm01/audios\0720c561-9985-498e-afcd-25a213bc4546.wav,12,0,2.46,2.46,4.878048780487805,4.878048780487805,0.205
3084,sounds/asr-spanish-v1-carlfm01/audios\07215b64-b9ca-4240-bf04-6b7f39b86bb9.wav,11,1,2.53,2.53,4.347826086956522,5.203405865657522,0.19218181818181818
3085,sounds/asr-spanish-v1-carlfm01/audios\0721a95d-8dda-48b1-9602-06d2251d4ee1.wav,9,0,2.28,2.28,3.947368421052632,3.947368421052632,0.2533333333333333
3086,sounds/asr-spanish-v1-carlfm01/audios\0721e4f3-b48e-4fdb-9a29-a7ad6c8a9ef5.wav,32,1,6.17,6.17,5.186385737439222,5.545927209705373,0.1803125
3087,sounds/asr-spanish-v1-carlfm01/audios\0721ef97-7149-437f-a3f1-31020e6093a1.wav,27,1,6.24,6.24,4.326923076923077,4.635989010989011,0.2157037037037037
3088,sounds/asr-spanish-v1-carlfm01/audios\0724812c-9e87-4e86-ab42-4d2db3ada26f.wav,22,1,4.7,4.7,4.680851063829787,5.968529571351056,0.16754545454545458
3089,sounds/asr-spanish-v1-carlfm01/audios\0724e3a0-886a-4bb6-b841-5fa02b40f86b.wav,12,0,2.47,2.47,4.8582995951417,4.8582995951417,0.20583333333333334
3090,sounds/asr-spanish-v1-carlfm01/audios\07251406-2546-4e98-bed1-eb23410fec0f.wav,10,0,1.88,1.88,5.319148936170213,5.319148936170213,0.188
3091,sounds/asr-spanish-v1-carlfm01/audios\0725a827-da21-494c-bf23-eb1eb773ac04.wav,13,0,2.8,2.8,4.642857142857143,4.642857142857143,0.21538461538461537
3092,sounds/asr-spanish-v1-carlfm01/audios\0725dafb-e202-4a4d-ae09-b8cca3e8f0c6.wav,12,0,2.68,2.68,4.477611940298507,4.477611940298507,0.22333333333333336
3093,sounds/asr-spanish-v1-carlfm01/audios\0726712a-e71e-4848-b742-e76d5acfd3c7.wav,4,0,1.24,1.24,3.2258064516129035,3.2258064516129035,0.31
3094,sounds/asr-spanish-v1-carlfm01/audios\0726ce83-653a-4152-8ebc-6d2b64e0296d.wav,18,0,3.93,3.93,4.580152671755725,4.580152671755725,0.21833333333333335
3095,sounds/asr-spanish-v1-carlfm01/audios\0727716e-e93d-4676-8afc-c6573cbfd660.wav,7,0,1.98,1.98,3.5353535353535355,4.2321644498186215,0.23628571428571427
3096,sounds/asr-spanish-v1-carlfm01/audios\0727b253-1bc1-4d21-b69e-feeb76f0adbc.wav,7,0,1.68,1.68,4.166666666666667,4.166666666666667,0.24
3097,sounds/asr-spanish-v1-carlfm01/audios\0728332a-8812-4c50-8d70-3bb9003b865a.wav,7,0,1.69,1.69,4.1420118343195265,4.1420118343195265,0.2414285714285714
3098,sounds/asr-spanish-v1-carlfm01/audios\072935de-a3aa-4f0d-9d52-a9e9cb4967fa.wav,9,0,1.91,1.91,4.712041884816754,4.712041884816754,0.2122222222222222
3099,sounds/asr-spanish-v1-carlfm01/audios\0729b26b-061a-4350-9589-ac6ea6535db6.wav,17,0,3.46,3.46,4.913294797687861,4.913294797687861,0.20352941176470588
3100,sounds/asr-spanish-v1-carlfm01/audios\072a09f8-9203-48b8-814b-d456756d38ee.wav,30,1,6.64,6.64,4.518072289156627,4.746835443037975,0.21066666666666664
3101,sounds/asr-spanish-v1-carlfm01/audios\072c1229-4c71-4d0a-8545-dcc0b0f236ba.wav,26,3,6.23,6.23,4.173354735152488,5.501481168006771,0.18176923076923077
3102,sounds/asr-spanish-v1-carlfm01/audios\072c6734-7b23-4e67-8261-7cc194a434b4.wav,20,0,3.85,3.85,5.194805194805195,5.194805194805195,0.1925
3103,sounds/asr-spanish-v1-carlfm01/audios\072dc018-b3f9-43f7-8f1e-cfcc9eb04c09.wav,9,0,2.29,2.29,3.930131004366812,3.930131004366812,0.2544444444444445
3104,sounds/asr-spanish-v1-carlfm01/audios\072e254f-8405-4452-b3db-bf47aeaf4cf3.wav,20,1,3.72,3.72,5.376344086021505,5.910165484633569,0.16920000000000002
3105,sounds/asr-spanish-v1-carlfm01/audios\073056a9-33da-4b43-a429-80cc15fd7c10.wav,36,3,8.32,8.32,4.326923076923077,5.541871921182266,0.18044444444444446
3106,sounds/asr-spanish-v1-carlfm01/audios\07307dff-4b1d-4428-b419-82dce57946af.wav,20,0,3.98,3.98,5.025125628140704,5.025125628140704,0.199
3107,sounds/asr-spanish-v1-carlfm01/audios\0730813b-9730-4040-9b08-917031f0e2de.wav,27,2,5.2,5.2,5.1923076923076925,6.181318681318681,0.1617777777777778
3108,sounds/asr-spanish-v1-carlfm01/audios\07308170-ded4-4165-9a64-2d25b2487aeb.wav,9,0,2.19,2.19,4.109589041095891,4.109589041095891,0.24333333333333332
3109,sounds/asr-spanish-v1-carlfm01/audios\07308dc6-a89b-4164-ad03-86536b97dc40.wav,7,0,1.67,1.67,4.1916167664670665,4.1916167664670665,0.23857142857142857
3110,sounds/asr-spanish-v1-carlfm01/audios\0730bba2-b4cc-4854-b2cd-a3ed4e5bf71f.wav,20,1,4.82,4.82,4.149377593360995,4.524886877828053,0.22100000000000003
3111,sounds/asr-spanish-v1-carlfm01/audios\0730ce35-fc57-4c33-83ae-a885e512392e.wav,19,1,3.9,3.9,4.871794871794872,5.355129650507328,0.18673684210526317
3112,sounds/asr-spanish-v1-carlfm01/audios\073104d2-ca50-4fb5-ab09-4f87b26e005e.wav,20,2,5.05,5.05,3.9603960396039604,4.833252779120348,0.2069
3113,sounds/asr-spanish-v1-carlfm01/audios\073182b3-93cd-4791-8f5a-aa46d87ca8e3.wav,12,0,2.18,2.18,5.504587155963303,5.504587155963303,0.18166666666666667
3114,sounds/asr-spanish-v1-carlfm01/audios\0731a628-e113-4020-b291-71afbea948aa.wav,25,1,5.59,5.59,4.47227191413238,4.954419342053112,0.20183999999999996
3115,sounds/asr-spanish-v1-carlfm01/audios\0731b32c-3b53-4509-bfd1-f3002c1ad381.wav,11,0,2.07,2.07,5.314009661835749,5.314009661835749,0.18818181818181817
3116,sounds/asr-spanish-v1-carlfm01/audios\0732139b-7513-4975-bdfb-88810dc3a661.wav,10,0,2.37,2.37,4.219409282700422,4.219409282700422,0.23700000000000002
3117,sounds/asr-spanish-v1-carlfm01/audios\07323cc2-48f9-4bbc-81e7-5fd83348a335.wav,18,1,4.05,4.05,4.444444444444445,5.305039787798408,0.1885
3118,sounds/asr-spanish-v1-carlfm01/audios\0732cdaf-04e0-45b5-9ca3-dae6cacedac5.wav,12,0,2.72,2.72,4.411764705882352,4.411764705882352,0.22666666666666668
3119,sounds/asr-spanish-v1-carlfm01/audios\0732fef0-726c-48f4-a624-eb4d19a7e645.wav,27,1,6.07,6.07,4.448105436573311,4.761904761904762,0.21
3120,sounds/asr-spanish-v1-carlfm01/audios\07330e95-4bea-4ccc-9c09-8f1c45918227.wav,20,0,3.85,3.85,5.194805194805195,5.194805194805195,0.1925
3121,sounds/asr-spanish-v1-carlfm01/audios\073453a0-d7b8-4695-8147-9cd5b39fde56.wav,16,0,3.05,3.05,5.245901639344263,5.245901639344263,0.190625
3122,sounds/asr-spanish-v1-carlfm01/audios\0734a6b4-28c2-4911-9038-136bc3463ac7.wav,26,2,5.49,5.49,4.735883424408015,5.5817947617003005,0.17915384615384616
3123,sounds/asr-spanish-v1-carlfm01/audios\0734aa5a-9f2a-4c6f-8a3d-4b06c96ccab8.wav,5,0,1.21,1.21,4.132231404958678,4.132231404958678,0.242
3124,sounds/asr-spanish-v1-carlfm01/audios\07358e9d-f90e-4a20-b335-29cacf017d4d.wav,10,0,2.48,2.48,4.032258064516129,4.032258064516129,0.248
3125,sounds/asr-spanish-v1-carlfm01/audios\0736012f-a15b-4632-9387-074d937bccb6.wav,9,0,2.08,2.08,4.326923076923077,4.326923076923077,0.23111111111111113
3126,sounds/asr-spanish-v1-carlfm01/audios\07360d34-c3d8-4157-b71a-f7e994b66445.wav,23,0,3.62,3.62,6.3535911602209945,6.3535911602209945,0.15739130434782608
3127,sounds/asr-spanish-v1-carlfm01/audios\07362ac8-5fc6-4564-83d8-bb1e7a948f90.wav,31,1,6.55,6.55,4.732824427480916,5.067015364498203,0.1973548387096774
3128,sounds/asr-spanish-v1-carlfm01/audios\0736b7fb-8a11-4689-8025-c449c68297c3.wav,19,0,3.93,3.93,4.8346055979643765,4.8346055979643765,0.2068421052631579
3129,sounds/asr-spanish-v1-carlfm01/audios\07371093-af40-449e-b3db-e798fa6f4b8e.wav,31,1,7.25,7.25,4.275862068965517,4.6117227015769116,0.21683870967741933
3130,sounds/asr-spanish-v1-carlfm01/audios\0737a2ed-9d0c-4529-9957-3fe70986c37c.wav,19,2,4.48,4.48,4.241071428571428,5.3490990990990985,0.18694736842105267
3131,sounds/asr-spanish-v1-carlfm01/audios\0738686e-35ab-459f-a29d-66e275da829d.wav,15,0,4.14,4.14,3.6231884057971016,3.6231884057971016,0.27599999999999997
3132,sounds/asr-spanish-v1-carlfm01/audios\07386afc-d3a3-4ec5-af11-31327d4bdbe4.wav,6,0,1.75,1.75,3.4285714285714284,3.4285714285714284,0.2916666666666667
3133,sounds/asr-spanish-v1-carlfm01/audios\0738dace-622a-43e5-97c3-ec7b3b03426a.wav,17,0,3.14,3.14,5.414012738853503,5.414012738853503,0.1847058823529412
3134,sounds/asr-spanish-v1-carlfm01/audios\0739cc50-7986-4db0-aed6-2b10d595c50f.wav,16,0,3.33,3.33,4.804804804804805,4.804804804804805,0.208125
3135,sounds/asr-spanish-v1-carlfm01/audios\073a9f02-4733-4719-905e-f0c23adfd43e.wav,25,1,5.57,5.57,4.488330341113106,5.2410901467505235,0.19080000000000003
3136,sounds/asr-spanish-v1-carlfm01/audios\073b479c-c15a-4b1d-b430-c487b1313441.wav,12,0,3.71,3.71,3.234501347708895,3.234501347708895,0.30916666666666665
3137,sounds/asr-spanish-v1-carlfm01/audios\073b4c49-22fc-4e41-9c8f-b6b402f51ed1.wav,10,0,2.18,2.18,4.587155963302752,4.587155963302752,0.21800000000000003
3138,sounds/asr-spanish-v1-carlfm01/audios\073dad68-da7d-4b1a-a457-bbde274a4222.wav,17,0,3.35,3.35,5.074626865671641,5.074626865671641,0.19705882352941176
